0 0 0.000000e+00
1 0 0.000000e+00
2 0 0.000000e+00
3 0 3.076456e-08
4 0 6.617018e-08
5 0 1.139201e-07
6 0 1.503163e-07
7 0 2.030625e-07
8 0 2.651979e-07
9 0 3.489646e-07
10 0 4.890507e-07
11 0 6.623561e-07
12 0 8.955842e-07
13 0 1.150443e-06
14 0 1.434651e-06
15 0 1.796747e-06
16 0 2.258892e-06
17 0 2.850077e-06
18 0 3.595957e-06
19 0 4.529696e-06
20 0 5.692938e-06
21 0 7.136324e-06
22 0 8.920638e-06
23 0 1.111820e-05
24 0 1.381431e-05
25 0 1.710879e-05
26 0 2.111733e-05
27 0 2.597277e-05
28 0 3.182589e-05
29 0 3.884582e-05
30 0 4.721951e-05
31 0 5.715025e-05
32 0 6.885468e-05
33 0 8.255813e-05
34 0 9.848768e-05
35 0 1.168626e-04
36 0 1.378818e-04
37 0 1.617079e-04
38 0 1.884476e-04
39 0 2.181283e-04
40 0 2.506712e-04
41 0 2.858617e-04
42 0 3.233172e-04
43 0 3.624553e-04
44 0 4.024658e-04
45 0 4.422905e-04
46 0 4.806239e-04
47 0 5.159454e-04
48 0 5.465911e-04
49 0 5.708156e-04
50 0 5.865986e-04
51 0 5.894750e-04
52 0 5.770896e-04
53 0 5.553681e-04
54 0 5.266297e-04
55 0 4.926557e-04
56 0 4.551376e-04
57 0 4.156513e-04
58 0 3.755776e-04
59 0 3.360568e-04
60 0 2.979787e-04
61 0 2.619973e-04
62 0 2.285574e-04
63 0 1.979250e-04
64 0 1.702200e-04
65 0 1.454468e-04
66 0 1.235220e-04
67 0 1.042990e-04
68 0 8.758900e-05
69 0 7.317783e-05
70 0 6.083987e-05
71 0 5.034841e-05
72 0 4.148341e-05
73 0 3.403684e-05
74 0 2.781626e-05
75 0 2.264666e-05
76 0 1.837131e-05
77 0 1.485164e-05
78 0 1.196652e-05
79 0 9.611161e-06
80 0 7.695713e-06
81 0 6.143823e-06
82 0 4.891130e-06
83 0 3.883849e-06
84 0 3.077479e-06
85 0 2.435687e-06
86 0 1.929894e-06
87 0 1.544780e-06
88 0 1.269802e-06
89 0 9.155845e-07
90 0 7.276403e-07
91 0 5.373540e-07
92 0 3.940715e-07
93 0 2.841141e-07
94 0 2.162491e-07
95 0 1.622616e-07
96 0 1.188980e-07
97 0 8.240584e-08
98 0 4.891079e-08
99 0 1.580147e-08
100 0 0.000000e+00

0 1 0.000000e+00
1 1 0.000000e+00
2 1 0.000000e+00
3 1 3.044214e-08
4 1 6.549031e-08
5 1 1.148496e-07
6 1 1.511511e-07
7 1 2.030270e-07
8 1 2.651959e-07
9 1 3.490166e-07
10 1 4.871536e-07
11 1 6.586023e-07
12 1 8.887726e-07
13 1 1.166501e-06
14 1 1.432665e-06
15 1 1.795800e-06
16 1 2.259143e-06
17 1 2.850434e-06
18 1 3.596375e-06
19 1 4.530229e-06
20 1 5.693620e-06
21 1 7.137192e-06
22 1 8.921739e-06
23 1 1.111959e-05
24 1 1.381607e-05
25 1 1.711099e-05
26 1 2.112009e-05
27 1 2.597620e-05
28 1 3.183016e-05
29 1 3.885110e-05
30 1 4.722601e-05
31 1 5.715822e-05
32 1 6.886441e-05
33 1 8.256996e-05
34 1 9.850197e-05
35 1 1.168798e-04
36 1 1.379023e-04
37 1 1.617323e-04
38 1 1.884764e-04
39 1 2.181620e-04
40 1 2.507105e-04
41 1 2.859070e-04
42 1 3.233689e-04
43 1 3.625140e-04
44 1 4.025316e-04
45 1 4.423636e-04
46 1 4.807040e-04
47 1 5.160321e-04
48 1 5.466836e-04
49 1 5.709127e-04
50 1 5.866988e-04
51 1 5.895759e-04
52 1 5.771883e-04
53 1 5.554628e-04
54 1 5.267191e-04
55 1 4.927388e-04
56 1 4.552139e-04
57 1 4.157204e-04
58 1 3.756395e-04
59 1 3.361116e-04
60 1 2.980268e-04
61 1 2.620393e-04
62 1 2.285936e-04
63 1 1.979560e-04
64 1 1.702464e-04
65 1 1.454691e-04
66 1 1.235407e-04
67 1 1.043146e-04
68 1 8.760194e-05
69 1 7.318850e-05
70 1 6.084864e-05
71 1 5.035558e-05
72 1 4.148924e-05
73 1 3.404157e-05
74 1 2.782007e-05
75 1 2.264972e-05
76 1 1.837376e-05
77 1 1.485359e-05
78 1 1.196808e-05
79 1 9.612391e-06
80 1 7.696683e-06
81 1 6.144586e-06
82 1 4.891728e-06
83 1 3.884313e-06
84 1 3.077827e-06
85 1 2.435946e-06
86 1 1.930517e-06
87 1 1.544875e-06
88 1 1.252468e-06
89 1 9.257541e-07
90 1 7.390632e-07
91 1 5.345841e-07
92 1 3.927495e-07
93 1 2.841242e-07
94 1 2.162486e-07
95 1 1.626209e-07
96 1 1.176764e-07
97 1 8.405606e-08
98 1 4.838688e-08
99 1 1.562816e-08
100 1 0.000000e+00

0 2 0.000000e+00
1 2 0.000000e+00
2 2 1.698268e-08
3 2 6.033407e-08
4 2 9.234684e-08
5 2 1.454555e-07
6 2 1.841824e-07
7 2 2.372466e-07
8 2 3.100861e-07
9 2 4.102045e-07
10 2 5.476970e-07
11 2 7.217687e-07
12 2 9.408521e-07
13 2 1.211239e-06
14 2 1.543397e-06
15 2 1.954985e-06
16 2 2.475482e-06
17 2 3.133954e-06
18 2 3.961968e-06
19 2 4.998251e-06
20 2 6.290080e-06
21 2 7.894570e-06
22 2 9.880201e-06
23 2 1.232847e-05
24 2 1.533560e-05
25 2 1.901426e-05
26 2 2.349523e-05
27 2 2.892876e-05
28 2 3.548560e-05
